transaction_id,amount,merchant,location,is_fraud
104,1017.63,StoreC,NV,0
105,1815.23,StoreE,FL,0
106,499.34,StoreG,TX,0
107,821.36,StoreE,IL,0
108,1511.35,StoreD,TX,0
109,458.37,StoreH,NV,0
110,154.88,StoreD,NJ,0
111,580.21,StoreB,CA,0
112,323.28,StoreB,NV,0
113,1859.47,StoreE,TX,0
114,1616.43,StoreF,NJ,0
115,1267.17,StoreH,TX,0
116,1743.05,StoreF,WA,0
117,1607.54,StoreB,NJ,0
118,373.95,StoreC,CA,0
119,1785.23,StoreA,NY,0
120,1079.15,StoreE,CA,0
121,1615.07,StoreA,NY,0
122,1792.29,StoreB,IL,1
123,636.69,StoreD,TX,1
124,220.99,StoreG,WA,0
125,456.64,StoreE,NJ,0
126,854.79,StoreB,FL,0
127,1636.21,StoreH,FL,0
128,1721.6,StoreC,NV,0
129,14.9,StoreG,CA,0
130,1021.98,StoreE,NJ,0
131,835.4,StoreE,CA,0
132,444.99,StoreH,NJ,0
133,240.61,StoreF,FL,0
134,675.89,StoreD,NY,0
135,1885.88,StoreE,CA,0
136,647.08,StoreD,NY,0
137,1038.06,StoreB,NY,0
138,1406.33,StoreC,NY,0
139,727.9,StoreG,NY,0
140,1943.59,StoreG,WA,0
141,1924.93,StoreC,NV,0
142,504.31,StoreE,NV,0
143,995,StoreE,WA,0
144,602.46,StoreB,FL,0
145,570.4,StoreF,NJ,0
146,74.74,StoreF,NV,0
147,1219.52,StoreF,NJ,0
148,1005.86,StoreD,IL,0
149,103.91,StoreF,WA,0
150,558.01,StoreC,CA,0
151,1816.62,StoreG,IL,0
152,479.88,StoreG,WA,0
153,290.64,StoreD,NV,0
154,979.42,StoreB,CA,0
155,1971.32,StoreC,NJ,0
156,484.87,StoreG,CA,0
157,1344.6,StoreC,NJ,0
158,1523.48,StoreG,NY,0
159,476.04,StoreA,FL,0
160,1456.7,StoreB,NY,0
161,736.2,StoreB,WA,0
162,1264.98,StoreH,NY,0
163,1267.43,StoreA,IL,0
164,1072.01,StoreD,NJ,0
165,181.49,StoreG,NJ,0
166,1670.77,StoreH,NV,0
167,642.24,StoreG,NJ,0
168,373.85,StoreG,IL,0
169,82.51,StoreF,NV,0
170,1182.19,StoreF,IL,0
171,1355.45,StoreF,CA,1
172,34.16,StoreF,NV,0
173,1024.67,StoreF,NJ,0
174,453.77,StoreA,NV,0
175,1290.7,StoreB,IL,0
176,349.56,StoreD,TX,0
177,1382.18,StoreC,CA,0
178,774.08,StoreF,WA,0
179,1873.52,StoreA,NJ,0
180,275.9,StoreH,CA,0
181,682.79,StoreH,NJ,0
182,227.83,StoreG,WA,0
183,1849.46,StoreD,TX,0
184,1754.8,StoreH,IL,1
185,516.63,StoreD,IL,0
186,1320.31,StoreD,CA,0
187,1634.63,StoreA,IL,0
188,1110.85,StoreC,FL,0
189,1059.77,StoreF,FL,0
190,484.46,StoreD,NJ,0
191,187.11,StoreA,WA,0
192,1794.53,StoreG,TX,0
193,1800.94,StoreB,NJ,0
194,1266.57,StoreG,NV,0
195,678.72,StoreA,NJ,0
196,699.07,StoreA,FL,0
197,1452.19,StoreA,NJ,0
198,1794.32,StoreD,WA,0
199,1774.29,StoreA,NJ,0
200,1559.97,StoreB,IL,1
201,1284.42,StoreD,TX,0
202,169.2,StoreG,WA,0
203,324.1,StoreB,WA,0
204,1797.21,StoreH,FL,0
205,1213.25,StoreE,NY,0
206,19.38,StoreG,TX,0
207,203.84,StoreA,CA,0
208,1327.34,StoreF,WA,0
209,11.12,StoreF,FL,0
210,322.46,StoreD,CA,0
211,1097.92,StoreF,TX,0
212,1384.1,StoreG,FL,0
213,1304.27,StoreD,CA,0
214,449.31,StoreG,NJ,0
215,1424.65,StoreA,NV,0
216,475.26,StoreC,WA,0
217,651.47,StoreC,NV,0
218,1493.24,StoreB,NY,0
219,1299.62,StoreA,IL,0
220,1698.6,StoreF,TX,1
221,1315.57,StoreA,IL,0
222,1137.05,StoreE,IL,0
223,188.26,StoreC,CA,0
224,736.06,StoreF,NY,0
225,531.14,StoreG,TX,0
226,488.74,StoreG,NV,0
227,1946.05,StoreC,IL,0
228,786.8,StoreA,CA,0
229,1784.2,StoreF,IL,0
230,1262.65,StoreB,FL,1
231,1589.83,StoreG,NV,0
232,1005.77,StoreA,IL,0
233,1154.23,StoreB,FL,0
234,985.54,StoreH,FL,0
235,391.29,StoreF,CA,0
236,1445.18,StoreC,CA,0
237,562.26,StoreH,FL,0
238,49.61,StoreE,NY,0
239,1291.3,StoreH,IL,0
240,355.04,StoreD,FL,0
241,1880.98,StoreC,FL,0
242,1907.9,StoreB,CA,0
243,1829.81,StoreA,IL,0
244,740.95,StoreH,TX,0
245,31.9,StoreG,NV,0
246,1856.71,StoreF,CA,0
247,856.94,StoreH,IL,0
248,1933.34,StoreC,IL,0
249,1927.28,StoreG,NJ,0
250,1706.17,StoreG,WA,0
251,589.6,StoreE,NY,0
252,770.81,StoreF,NV,0
253,1702.42,StoreH,CA,0
254,634.53,StoreB,CA,0
255,339.82,StoreF,TX,0
256,1114.05,StoreH,WA,0
257,1872.37,StoreF,WA,0
258,1392.36,StoreA,NY,0
259,1140.55,StoreD,NJ,0
260,195.26,StoreH,NJ,0
261,1230.4,StoreG,WA,0
262,1980.12,StoreB,NY,0
263,281.03,StoreH,NJ,0
264,1037.14,StoreH,IL,0
265,1754.87,StoreA,IL,0
266,1481.8,StoreG,CA,0
267,1394.33,StoreD,NJ,0
268,1405.27,StoreA,TX,0
269,719.62,StoreD,CA,0
270,587.89,StoreD,WA,0
271,1618.91,StoreD,FL,0
272,1620.42,StoreA,IL,0
273,1734.28,StoreF,FL,0
274,1826.57,StoreH,WA,1
275,1023.17,StoreD,NJ,0
276,1003.53,StoreF,TX,0
277,1596.79,StoreH,CA,0
278,1300.28,StoreG,IL,0
279,1404.23,StoreH,TX,0
280,1591.79,StoreG,CA,0
281,1780.12,StoreB,CA,0
282,676.65,StoreE,FL,0
283,751.79,StoreF,NV,0
284,188.87,StoreH,WA,0
285,1156.98,StoreG,NY,0
286,72.85,StoreE,IL,0
287,931.73,StoreD,NY,0
288,1085.75,StoreE,NJ,0
289,573.8,StoreE,TX,0
290,1182.08,StoreD,NJ,0
291,61.97,StoreF,NJ,0
292,75.66,StoreH,NY,0
293,1645.38,StoreD,FL,0
294,721.02,StoreB,NV,0
295,254.99,StoreC,IL,0
296,1044.96,StoreH,WA,0
297,1540.22,StoreA,CA,0
298,432.43,StoreD,CA,0
299,1246.16,StoreD,WA,0
300,171.61,StoreE,FL,0
301,104.31,StoreB,IL,0
302,1063.18,StoreG,NY,0
303,1081.73,StoreG,WA,0
304,1275.22,StoreE,CA,0
305,1452.46,StoreF,NY,0
306,1951.73,StoreH,FL,0
307,1033.08,StoreD,CA,0
308,646.59,StoreH,TX,0
309,1590.58,StoreH,NV,0
310,542.39,StoreD,NY,0
311,878.5,StoreE,WA,0
312,157.83,StoreH,IL,0
313,51.68,StoreD,NY,0
314,1925.33,StoreF,NY,0
315,1672.12,StoreH,NY,0
316,1392.25,StoreC,WA,0
317,818.5,StoreA,FL,0
318,347.42,StoreA,FL,0
319,313.72,StoreA,IL,0
320,501.24,StoreC,FL,1
321,1098.9,StoreD,WA,0
322,1429.48,StoreE,IL,0
323,1320.73,StoreG,NJ,0
324,560.59,StoreB,IL,0
325,1909.78,StoreD,FL,0
326,1476.06,StoreC,NJ,0
327,1109.15,StoreH,CA,0
328,1223.83,StoreF,FL,0
329,839.78,StoreC,CA,0
330,496.21,StoreH,TX,0
331,712.59,StoreG,FL,0
332,1515.93,StoreA,TX,0
333,29.77,StoreD,FL,0
334,233.03,StoreG,TX,0
335,92.96,StoreA,NV,0
336,82.42,StoreB,TX,0
337,1711.07,StoreH,CA,0
338,1407.61,StoreH,NY,0
339,948.87,StoreF,IL,0
340,196.57,StoreA,TX,1
341,983.74,StoreB,NY,1
342,947.47,StoreH,WA,0
343,347.23,StoreC,NV,0
344,868.27,StoreA,NV,0
345,797.61,StoreA,NJ,0
346,1232.08,StoreE,WA,0
347,1270.55,StoreF,WA,0
348,91.56,StoreF,NJ,0
349,749.85,StoreG,WA,0
350,1252.09,StoreC,CA,0
351,1006.77,StoreE,WA,0
352,1713.12,StoreG,CA,0
353,1317.73,StoreB,NJ,0
354,326.71,StoreG,TX,0
355,142.07,StoreB,NJ,0
356,1285.2,StoreC,FL,0
357,54,StoreH,WA,0
358,1171.97,StoreF,WA,0
359,1880.52,StoreH,NV,0
360,1151.37,StoreB,NJ,0
361,776.95,StoreC,NJ,1
362,1286.93,StoreH,NY,0
363,917.05,StoreG,FL,0
364,1091.69,StoreB,NV,1
365,1882.99,StoreD,TX,0
366,772.82,StoreA,WA,0
367,1922.42,StoreG,NV,0
368,1810.8,StoreF,CA,0
369,392.39,StoreH,NY,0
370,139.65,StoreG,NY,0
371,202.46,StoreD,CA,0
372,37.43,StoreC,NJ,0
373,189.79,StoreC,WA,0
374,1366.33,StoreG,WA,0
375,143.31,StoreD,FL,0
376,638.63,StoreH,CA,0
377,1689.91,StoreG,WA,0
378,47.52,StoreA,NY,0
379,1629.12,StoreA,WA,0
380,564.43,StoreE,TX,0
381,237.21,StoreB,WA,0
382,1393.78,StoreE,FL,0
383,1258.26,StoreH,IL,0
384,1755.07,StoreA,NV,0
385,1470.41,StoreD,IL,0
386,1607.16,StoreB,TX,0
387,564.79,StoreH,IL,0
388,355.7,StoreD,WA,0
389,1501.48,StoreH,FL,0
390,1613.86,StoreE,NY,0
391,1981.02,StoreC,NY,0
392,825.82,StoreD,TX,0
393,744.66,StoreE,IL,0
394,1553.05,StoreE,NJ,0
395,682.27,StoreE,NJ,0
396,1861.58,StoreC,FL,0
397,1716.97,StoreC,NV,0
398,858.56,StoreG,WA,0
399,1501.99,StoreC,IL,0
400,1509.33,StoreB,NJ,0
401,207.14,StoreC,NJ,0
402,1805.2,StoreC,IL,0
403,1011,StoreC,NV,0
404,1653.09,StoreH,CA,0
405,640.78,StoreD,WA,0
406,1791.15,StoreC,TX,0
407,779.01,StoreB,WA,0
408,22.66,StoreH,FL,0
409,1810.86,StoreE,TX,0
410,183.48,StoreD,NV,0
411,639.31,StoreA,FL,0
412,1900.17,StoreH,NY,0
413,1901.26,StoreC,NY,0
414,1147.3,StoreH,WA,0
415,1264.04,StoreG,FL,0
416,897.44,StoreG,TX,0
417,587.13,StoreH,TX,0
418,658,StoreE,NY,0
419,1345.36,StoreE,NY,0
420,1505,StoreD,NV,0
421,1583.37,StoreG,FL,0
422,1579.45,StoreA,TX,0
423,183.32,StoreF,NJ,0
424,989.35,StoreG,NV,0
425,116.06,StoreH,TX,0
426,1099.51,StoreG,NY,0
427,883.62,StoreB,FL,0
428,1775.52,StoreF,CA,0
429,702.48,StoreE,FL,0
430,235.02,StoreF,IL,0
431,286.84,StoreG,NJ,0
432,1523.26,StoreE,NJ,0
433,1236.82,StoreF,NJ,0
434,203.14,StoreE,CA,0
435,169.13,StoreE,WA,0
436,1402.24,StoreD,WA,0
437,146.45,StoreA,NV,0
438,1643.9,StoreE,CA,0
439,1412.78,StoreB,CA,0
440,163.62,StoreG,NV,0
441,170.59,StoreG,FL,0
442,1973.29,StoreB,NV,0
443,749.17,StoreC,IL,0
444,741.91,StoreE,NY,0
445,1625.79,StoreH,WA,0
446,1894.55,StoreE,NY,0
447,1972.02,StoreE,WA,0
448,1507,StoreH,CA,0
449,753.14,StoreF,NJ,0
450,167.92,StoreE,NV,0
451,1554.52,StoreE,NV,0
452,1117.25,StoreB,NV,1
453,849.02,StoreA,NJ,0
454,1812.8,StoreA,IL,0
455,223.28,StoreC,IL,0
456,985.76,StoreB,NJ,0
457,23.7,StoreE,FL,0
458,937.85,StoreA,NJ,0
459,113.55,StoreD,TX,0
460,238.52,StoreD,WA,0
461,235.93,StoreD,TX,0
462,1298.77,StoreE,TX,0
463,1492.34,StoreE,NJ,0
464,1167.15,StoreH,WA,0
465,1924.38,StoreC,FL,1
466,750.37,StoreG,NV,0
467,572.14,StoreC,TX,0
468,1737.33,StoreC,NJ,0
469,447.97,StoreF,NV,0
470,1926.48,StoreD,NJ,0
471,25.3,StoreE,CA,0
472,1939.79,StoreD,TX,0
473,87.28,StoreC,CA,0
474,1782.4,StoreE,FL,0
475,1055.87,StoreB,NY,0
476,1985.94,StoreH,IL,0
477,148.52,StoreA,WA,0
478,1108.15,StoreA,NJ,0
479,1938.64,StoreC,FL,0
480,1046.67,StoreG,FL,0
481,1259.17,StoreD,FL,0
482,1391.8,StoreB,TX,0
483,909.63,StoreE,CA,0
484,1255.49,StoreG,IL,0
485,1169.04,StoreD,TX,0
486,1802.41,StoreC,NY,0
487,91.85,StoreD,WA,0
488,562.65,StoreC,WA,0
489,1900.87,StoreF,IL,0
490,1780.64,StoreA,WA,0
491,911.86,StoreG,WA,1
492,1240.65,StoreA,FL,0
493,555.48,StoreD,NV,0
494,377.05,StoreB,NY,0
495,927.93,StoreE,CA,0
496,707.35,StoreC,NJ,1
497,1167.73,StoreE,NY,0
498,156.39,StoreA,TX,0
499,1948.82,StoreH,WA,0
500,1972.44,StoreB,NV,0
501,1396.63,StoreB,NJ,0
502,1072.66,StoreE,TX,0
503,619.75,StoreA,IL,0
504,1627.78,StoreH,FL,0
505,1369.78,StoreE,WA,0
506,326.07,StoreD,FL,0
507,1821.94,StoreB,NY,0
508,1645.25,StoreB,FL,0
509,1899.65,StoreD,FL,0
510,1451.71,StoreA,IL,0
511,1227.22,StoreB,CA,0
512,837.07,StoreG,CA,0
513,1865.52,StoreH,TX,1
514,1732.26,StoreF,WA,0
515,91.39,StoreF,TX,0
516,53.71,StoreF,CA,0
517,753.55,StoreC,NY,0
518,1621.3,StoreG,CA,0
519,1974.56,StoreC,TX,1
520,301.68,StoreA,NV,0
521,1188.67,StoreD,WA,0
522,762.4,StoreE,FL,0
523,1939.86,StoreG,IL,0
524,1684.4,StoreH,NV,0
525,1676.82,StoreA,NV,0
526,937.92,StoreE,FL,0
527,830.22,StoreA,CA,1
528,547.54,StoreC,NJ,1
529,113.69,StoreF,WA,0
530,1729.58,StoreD,NY,0
531,1625.99,StoreC,NV,0
532,1999.44,StoreD,NY,0
533,1993.28,StoreG,IL,0
534,1111.31,StoreE,IL,0
535,1538.21,StoreA,IL,0
536,1889.59,StoreB,TX,0
537,1699.45,StoreB,NV,0
538,495.45,StoreD,IL,0
539,901.64,StoreF,TX,0
540,259.19,StoreF,IL,0
541,1908.15,StoreD,CA,0
542,1212.74,StoreC,NV,0
543,458.06,StoreB,TX,1
544,1343.73,StoreC,IL,0
545,1236.64,StoreE,WA,0
546,716.97,StoreB,TX,0
547,228,StoreE,IL,0
548,1343.47,StoreA,CA,0
549,1041.1,StoreC,NY,0
550,1544.86,StoreD,NJ,0
551,1040.81,StoreB,IL,0
552,1704.51,StoreC,NY,0
553,1104.26,StoreD,NV,0
554,1122.32,StoreA,CA,0
555,1753.43,StoreB,WA,0
556,807.56,StoreE,NV,0
557,268.9,StoreA,WA,0
558,58.54,StoreF,NY,0
559,1510.52,StoreD,CA,0
560,1241,StoreH,FL,0
561,1408.46,StoreB,CA,0
562,426.72,StoreB,CA,0
563,273.61,StoreG,WA,0
564,30.07,StoreG,FL,0
565,701.82,StoreA,TX,0
566,1180.25,StoreB,TX,0
567,785.1,StoreD,TX,0
568,875.51,StoreA,NY,0
569,1808.41,StoreE,CA,0
570,697.16,StoreA,IL,0
571,1028.46,StoreA,FL,0
572,1567.52,StoreH,IL,0
573,793.69,StoreE,NY,0
574,1244.55,StoreF,FL,0
575,1724.87,StoreG,IL,0
576,1899.09,StoreD,NJ,0
577,295,StoreF,WA,0
578,1853.25,StoreF,NY,0
579,984.74,StoreF,NY,0
580,517.23,StoreG,NJ,0
581,918.81,StoreC,NY,0
582,1960.09,StoreG,FL,0
583,985.74,StoreF,IL,0
584,658.17,StoreC,IL,0
585,1267.17,StoreE,NV,0
586,481.05,StoreG,NY,0
587,152.65,StoreD,TX,0
588,258.63,StoreF,CA,0
589,256.96,StoreB,WA,0
590,304.65,StoreE,WA,0
591,278.52,StoreC,NV,0
592,1282.11,StoreG,NV,0
593,364.58,StoreD,FL,0
594,691.99,StoreA,NV,0
595,1793.68,StoreD,IL,0
596,948.45,StoreD,FL,0
597,1335.45,StoreF,FL,0
598,345.47,StoreF,WA,0
599,385.39,StoreG,WA,1
600,82.7,StoreG,TX,1
601,338.7,StoreH,NY,0
602,557.9,StoreC,NJ,0
603,354.84,StoreH,NJ,1
604,178.32,StoreG,NV,0
605,242.15,StoreC,NY,0
606,922.1,StoreF,NY,0
607,413.46,StoreF,NY,0
608,729.18,StoreB,FL,0
609,1007.33,StoreB,NY,0
610,1381.1,StoreE,NV,0
611,79.58,StoreF,FL,0
612,1599.02,StoreA,NV,0
613,1256.17,StoreB,FL,0
614,164.44,StoreC,NJ,0
615,1747.28,StoreD,CA,0
616,1841.82,StoreG,CA,0
617,123.09,StoreG,NJ,0
618,554.48,StoreE,CA,1
619,1612.6,StoreB,CA,0
620,1496.77,StoreD,NJ,0
621,369.86,StoreD,FL,0
622,419.49,StoreB,NY,0
623,741.57,StoreA,NJ,0
624,969.56,StoreA,TX,0
625,1236.89,StoreE,WA,0
626,738.46,StoreH,IL,0
627,925.61,StoreA,TX,0
628,1495.19,StoreE,CA,0
629,74.33,StoreH,NY,0
630,505.62,StoreH,NV,0
631,1426.99,StoreC,NY,0
632,1790.52,StoreH,NV,0
633,1023.84,StoreB,TX,0
634,1064.69,StoreH,NY,0
635,215.24,StoreD,NY,0
636,895.38,StoreE,IL,0
637,1065.7,StoreG,NJ,1
638,485.7,StoreA,TX,0
639,539.22,StoreG,NY,0
640,755.19,StoreE,NV,0
641,41.12,StoreF,WA,0
642,644.84,StoreE,NY,0
643,423.68,StoreA,NV,0
644,655.67,StoreF,CA,0
645,240.4,StoreF,NY,0
646,1781.16,StoreH,NV,0
647,1187.59,StoreA,WA,0
648,1358.53,StoreF,TX,0
649,1578.55,StoreB,CA,0
650,997.39,StoreD,NY,0
651,174.75,StoreG,IL,0
652,1074.68,StoreB,NV,0
653,1174.1,StoreB,WA,0
654,1491.13,StoreA,IL,0
655,863.89,StoreH,NY,0
656,256.03,StoreA,NV,0
657,568.27,StoreG,NY,0
658,726.8,StoreD,CA,0
659,1292.19,StoreE,WA,0
660,1141.99,StoreB,WA,0
661,712.84,StoreF,CA,0
662,1973.04,StoreD,NY,0
663,1211.94,StoreB,NY,0
664,475.22,StoreE,FL,0
665,204.46,StoreH,NY,1
666,306.57,StoreF,WA,0
667,492.67,StoreB,NY,0
668,322.2,StoreC,IL,0
669,373.95,StoreG,IL,0
670,570.91,StoreD,CA,0
671,347.57,StoreG,IL,0
672,1793.63,StoreA,NY,0
673,161.39,StoreB,TX,0
674,1049.5,StoreF,NJ,0
675,821.38,StoreF,NY,0
676,1964.77,StoreD,NJ,0
677,224.97,StoreD,WA,0
678,796.31,StoreG,FL,0
679,1938.97,StoreF,NV,0
680,1731.15,StoreF,WA,0
681,1634.33,StoreF,NJ,0
682,516.55,StoreB,CA,0
683,342.6,StoreF,IL,0
684,1337.62,StoreA,TX,0
685,1858.82,StoreF,WA,0
686,1113.97,StoreA,NV,0
687,1143.65,StoreB,TX,0
688,560.68,StoreD,CA,0
689,1539.22,StoreH,IL,0
690,374.9,StoreA,FL,0
691,648.03,StoreB,NJ,0
692,851.45,StoreH,WA,0
693,1015.71,StoreH,WA,0
694,485.58,StoreF,WA,1
695,230.56,StoreB,NJ,0
696,1221.63,StoreH,CA,0
697,577.97,StoreF,TX,0
698,1162.9,StoreG,TX,0
699,309.57,StoreB,CA,1
700,962.8,StoreH,WA,0
701,1065.65,StoreD,NY,0
702,104.6,StoreA,CA,0
703,673.87,StoreG,IL,0
704,269.69,StoreD,IL,0
705,127.69,StoreC,FL,0
706,1979.93,StoreF,CA,1
707,645.39,StoreH,NV,0
708,1619.94,StoreA,NJ,0
709,510.03,StoreD,NJ,0
710,1363.32,StoreA,IL,0
711,1520.7,StoreC,IL,0
712,1191.68,StoreE,IL,0
713,943.68,StoreF,NY,0
714,824.27,StoreF,NV,0
715,698.39,StoreB,WA,0
716,1859.13,StoreH,WA,0
717,1661.41,StoreF,CA,0
718,1930.09,StoreF,NY,0
719,249.47,StoreD,IL,0
720,1462,StoreG,WA,0
721,1876.74,StoreF,NV,0
722,363.28,StoreF,WA,0
723,133.93,StoreH,NJ,1
724,1482.5,StoreC,NV,0
725,1149.37,StoreG,NY,0
726,1683.82,StoreC,WA,0
727,280.4,StoreH,IL,0
728,1590.74,StoreA,NY,0
729,404.05,StoreA,NJ,1
730,328.15,StoreF,TX,0
731,329.37,StoreF,IL,1
732,1629.33,StoreB,NY,0
733,1330.73,StoreA,CA,0
734,1046.61,StoreD,WA,0
735,718.3,StoreF,IL,0
736,1754.52,StoreD,FL,0
737,785.5,StoreF,IL,0
738,1633.38,StoreH,TX,0
739,878.83,StoreD,NY,0
740,754.51,StoreE,NJ,0
741,925.9,StoreD,FL,0
742,603.45,StoreG,TX,0
743,1495.47,StoreA,CA,0
744,1005.94,StoreF,NJ,1
745,465.19,StoreA,NJ,0
746,1799.25,StoreG,IL,1
747,768.4,StoreG,WA,0
748,1087.56,StoreD,FL,0
749,1813.04,StoreC,WA,0
750,1248.85,StoreC,NJ,0
751,234.68,StoreG,NY,0
752,1879.72,StoreC,NY,0
753,1255.79,StoreF,CA,0
754,670.48,StoreB,TX,0
755,279.4,StoreE,FL,0
756,1588.26,StoreD,CA,0
757,1240.53,StoreB,TX,0
758,1067.39,StoreC,NV,0
759,1787.89,StoreD,NV,0
760,1577.41,StoreB,TX,0
761,304.2,StoreA,NY,0
762,624.13,StoreC,NY,0
763,497.73,StoreH,NV,0
764,1488.15,StoreB,NJ,0
765,68.03,StoreH,NY,0
766,1140.21,StoreF,WA,0
767,1525.15,StoreA,NJ,0
768,1753.65,StoreC,NY,0
769,684.82,StoreE,TX,0
770,1642.69,StoreG,IL,0
771,222.15,StoreC,TX,0
772,1693.06,StoreH,NY,0
773,255.85,StoreF,TX,0
774,795.18,StoreE,FL,0
775,1594.79,StoreE,NV,0
776,300.68,StoreE,IL,1
777,459.27,StoreD,NJ,0
778,1444.78,StoreD,NJ,0
779,1440.35,StoreH,FL,0
780,1282.65,StoreG,FL,0
781,1388.2,StoreE,NY,0
782,1085.91,StoreG,NY,0
783,504.35,StoreA,NJ,0
784,692.05,StoreE,FL,0
785,364.01,StoreB,FL,0
786,1816.99,StoreE,NJ,0
787,1167.2,StoreH,CA,0
788,802.3,StoreD,CA,0
789,924.55,StoreD,WA,0
790,1894.62,StoreB,NV,0
791,307.55,StoreB,FL,0
792,1172.87,StoreC,TX,0
793,1012.27,StoreA,IL,0
794,1223.3,StoreA,CA,0
795,37.2,StoreH,NJ,0
796,1744.38,StoreH,NY,0
797,1864.3,StoreH,FL,0
798,1130.7,StoreH,TX,0
799,1393.6,StoreH,IL,0
800,1845.08,StoreH,TX,0
801,1414.77,StoreA,WA,0
802,305.93,StoreF,TX,0
803,1153,StoreD,NY,0
804,1213.82,StoreA,CA,0
805,848.84,StoreH,TX,0
806,1473.15,StoreC,IL,0
807,1868.8,StoreC,CA,0
808,1851.21,StoreA,WA,0
809,902.23,StoreB,WA,0
810,227.36,StoreC,NV,0
811,1969.7,StoreG,NY,0
812,1677.96,StoreB,CA,0
813,250.2,StoreG,WA,0
814,1841.76,StoreD,WA,0
815,1739.92,StoreF,CA,0
816,1038.16,StoreC,TX,0
817,1182.96,StoreB,NJ,0
818,798.61,StoreH,IL,0
819,110.47,StoreG,TX,0
820,671.06,StoreA,IL,0
821,1605.9,StoreG,WA,0
822,10.26,StoreG,WA,0
823,667.66,StoreD,NY,0
824,796.94,StoreE,CA,0
825,1075.25,StoreE,FL,0
826,1839.79,StoreA,WA,0
827,693.35,StoreD,IL,1
828,694.56,StoreD,IL,0
829,1475.26,StoreH,NJ,0
830,904.98,StoreD,NJ,1
831,449.99,StoreD,TX,0
832,905.43,StoreE,TX,0
833,282.57,StoreB,WA,1
834,353.6,StoreD,WA,0
835,997.24,StoreB,NV,0
836,838.43,StoreG,IL,0
837,1829.78,StoreG,NY,0
838,725.43,StoreD,CA,0
839,1161.6,StoreC,CA,0
840,1264.9,StoreF,NJ,0
